Name	Set	ImageFile	Rarity	Type	Keywords	Allegiance	Cost	Asset	Attack	Armor	Structure	Speed	Mass	Armaments	Text
Dasher C (Fire Moth)	Unlimited	LT051	Uncommon	Unit	Omni	Ghost Bear	0+1A		0	0	2	Fast	20 tons	10 LRMs	Missile 1 Each missile assigned to a 'Mech in a group that includes Dasher C deals -1 damage. If Dasher C is fully constructed when you reveal it, you may immediately place it in your Patrol region.
Dasher D (Fire Moth)	Unlimited	LT052	Common	Unit	Omni	Ghost Bear	4+2A+1M+1T		3	0	2	Fast	20 tons	5 Med Lasers	Overheat 1: +3 attack If Dasher D is fully constructed when you reveal it, you may immediately place it in your Patrol region.
Dasher Prime (Fire Moth)	Unlimited	LT053	Common	Unit	Omni	Clan	2+2A		3	0	2	Fast	20 tons	2 Med Lasers, 10 SRMs	If Dasher Prime is fully constructed when you reveal it,you may immediately place it in your Patrol region.
Death Commando Strike	Unlimited	LT054	Rare	Command	Subterfuge	Liao	5+6P								Scrap Death Commando Strike when it is revealed. Scrap one card in play other than a 'Mech.
Death From Above	Unlimited	LT055	Uncommon	Mission											Choose one of your 'Mechs with Jump. Roll a die: 1, that Mech receives 1 damage and return Death From Above to your hand after mission; 2-6, roll one die. If your 'Mech is 60 tons or more, roll an additional die. Your 'Mech and an engaged 'Mech opponent controls each receive that much damage.
Dervish (DV-6M)	Unlimited	LT056	Common	Unit		Inner Sphere	3		1	1	5	Moderate	55 tons	20 LRMs, 4 SRMs, 2 Med Lasers	Missile 1 Overheat 2: +1 attack Jump (-1 attack: +1 initiative)
Dervish (DV-7D)	Unlimited	LT057	Common	Unit		Davion	3+1A		2	1	6	Moderate	55 tons	20 LRMs, 4 SRMs, 2 Med Lasers	Missile 1 Jump (-1 attack: +1 initiative)
DEST Pilot	Unlimited	LT058	Rare	Command	Pilot	Kurita	3+4T		2						+1 initiative, +2 attack If 'Mech piloted by DEST Pilot is scrapped, roll a die: 1-4,no effect; 5-6, return DEST Pilot to your hand.
Dragon (DRG-1N)	Unlimited	LT059	Common	Unit		Kurita	2+1A		2	1	7	Moderate	60 tons	10 LRMs, AC/5	
Dragonfly A (Viper)	Unlimited	LT060	Rare	Unit	Omni	Ghost Bear	6+3A+1M		4	1	5	Fast	40 tons	5 Med Lasers, 6 SRMs	Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Dragonfly B (Viper)	Unlimited	LT061	Uncommon	Unit	Omni	Ghost Bear	4+1A		3	1	5	Fast	40 tons	PPC, 2 Sm Lasers	Overheat 2: +1 attack Jump (-1 attack: +1 initiative)
Dragonfly C (Viper)	Unlimited	LT062	Uncommon	Unit	Omni - AP	Ghost Bear	4+2A		3	1	5	Fast	40 tons	2 Med Lasers, 4 MGs, 3 Flamers	Jump (-1 attack: +1 initiative) Dragonfly C deals +1 damage to any target other than a Mech.
Dragonfly D (Viper)	Unlimited	LT063	Uncommon	Unit	Omni	Ghost Bear	5+1A		4	1	5	Fast	40 tons	2 Med Lasers, 6 SRMs	Jump (-1 attack: +1 initiative)
Dragonfly Prime (Viper)	Unlimited	LT064	Uncommon	Unit	Omni	Clan	3+2A+1M+2T		3	1	5	Fast	40 tons	2 Med Lasers, 4 SRMs	Jump (-1 attack: +1 initiative) Each missile assigned to a 'Mech in a group that includes Dragonfly Prime deals -1 damage.
Dropship Site	Unlimited	LT065	Uncommon	Command			0+6P+2L				6				{R}, {T}: Draw a card. Use this ability only during your Draw phase.
Effective Groundwork	Unlimited	LT066	Uncommon	Command			5+5L								Scrap Effective Groundwork when it is revealed. Choose a site. Double the damage dealt to that site this turn.
Elemental Point	Unlimited	LT067	Uncommon	Command		Clan	0+2A		2	1	1				Elemental Point attacks and blocks with a 'Mech. The speed of Elemental Point is the same as the 'Mech with which it attacks or blocks.
Elias Crichell	Unlimited	LT068	Rare	Command	Unique	Jade Falcon	3+6P		0	3	2				{T}: Untap up to two resources. Use this ability only during your Deploy phase.
Elite Infantry	Unlimited	LT069	Rare	Command	Enhancement	Inner Sphere	0+1M+4L		1						Play Elite Infantry only on a site. Site Elite Infantry enhances gets +1 attack. When that site is damaged, attacker may choose to redirect 5 of that damage to Elite Infantry, scrapping it. You may move Elite Infantry to a different site during your Deploy phase. Playing Elite Infantry does not count as a deployment if revealed the turn you play it.
Elite MechWarrior	Unlimited	LT070	Uncommon	Command	Pilot		1+2T		1						+1 initiative, +1 attack If 'Mech piloted by Elite MechWarrior is fast, it cannot be blocked except by a fast 'Mech guarding the target.
Enforcer (ENF-4R)	Unlimited	LT071	Common	Unit		Davion	2+1A		2	1	6	Slow	50 tons	AC/10, Lg Laser	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative)
Enforcer (ENF-5D)	Unlimited	LT072	Common	Unit		Davion	2+1A+1M		2	1	7	Moderate	50 tons	AC/10, Lg Laser	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative)
Evantha Fetladral	Unlimited	LT073	Rare	Command	Unique	Wolf	0+2T		0	3	1				{T}: +1 initiative and choose a 'Mech. That 'Mech gets+1 attack. Use this ability only during a mission.
Expert 'Mech Technicians	Unlimited	LT074	Common	Command	Resource		2+2L			1	6				{T}: {R} {T}: Scrap a card from your hand and choose a 'Mech. Untap that 'Mech at end of your turn. Use this ability only during your Missions phase but not during a mission.
Exterminator (EXT-4D)	Unlimited	LT075	Uncommon	Unit		Inner Sphere	3+1A+1M		3	1	7	Moderate	65 tons	4 Med Lasers, 10 LRMs	Jump (-1 attack: +1 initiative) Each missile assigned to a 'Mech in a group that includes Exterminator deals -1 damage.
Extra Armor Plating	Unlimited	LT076	Common	Command	Enhancement		0+2A								Play Extra Armor Plating only on a 'Mech. Scrap Extra Armor Plating to prevent up to 2 damage to that Mech. Use this ability only during a mission. You may deploy Extra Armor Plating revealed to make an additional deployment this turn. Draw a card when you activate Extra Armor Plating. (Errata)
Falcon (FLC-4P)	Unlimited	LT077	Uncommon	Unit		Wolf's Dragoons	0+1A+1M		1	1	3	Moderate	30 tons	Med Laser, 2 Sm Lasers	Jump (-1 attack: +1 initiative) Each missile assigned to a 'Mech in a group that includes Falcon deals -1 damage.
Feint	Unlimited	LT078	Common	Mission											Choose one of your 'Mechs. Roll a die: 1, no effect; 2-6,prevent all damage dealt and received by that 'Mech.
Fenris A (Ice Ferret)	Unlimited	LT079	Uncommon	Unit	Omni	Wolf	3		2	1	6	Fast	45 tons	2 Med Lasers, AC/2	Each missile assigned to a 'Mech in a group that includes Fenris A deals -1 damage.
Fenris C (Ice Ferret)	Unlimited	LT080	Common	Unit	Omni	Wolf	2+3A		1	1	6	Fast	45 tons	15 LRMs	Missile 1
Fenris D (Ice Ferret)	Unlimited	LT081	Common	Unit	Omni	Wolf	6+2A+1M+1T		5	1	6	Fast	45 tons	4 Med Lasers	Each missile assigned to a 'Mech in a group that includes Fenris D deals -1 damage.
Fenris Prime (Ice Ferret)	Unlimited	LT082	Common	Unit	Omni	Clan	3+1A+1M+1T		3	1	6	Fast	45 tons	PPC, Sm Laser	
Ferro-Fibrous Armor	Unlimited	LT083	Common	Command	Enhancement		0+2A								Play Ferro-Fibrous Armor only on a 'Mech. Add +1 to that Mech's Armor. You may deploy Ferro-Fibrous Armor revealed to make an additional deployment this turn. Draw a card when you activate Ferro-Fibrous Armor. (Errata)
Firestarter (FS9-H)	Unlimited	LT084	Common	Unit		Inner Sphere	0+2A+1T		1	1	3	Moderate	35 tons	3 Flamers, 2 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative)
Firestarter (FS9-S)	Unlimited	LT085	Rare	Unit		Inner Sphere	1+1A		1	1	3	Moderate	35 tons	3 Flamers, 2 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) Anti-Missile (Each missile assigned to a 'Mech in a group that includes Firestarter deals -1 damage.)
Flashman (FLS-8K)	Unlimited	LT086	Rare	Unit		Inner Sphere	8		4	2	8	Moderate	75 tons	3 Lg Lasers, 4 Med Lasers	Overheat 3: +3 attack Anti-Missile (Each missile assigned to a 'Mech in a group that includes Flashman deals -1 damage.)
Flea (FLE-17)	Unlimited	LT087	Uncommon	Unit		Wolf's Dragoons	1+2L		1	0	2	Moderate	20 tons	2 Med Lasers, 2 Sm Lasers	Overheat 1: +1 attack Jump (attack-1: +1 initiative) You may deploy Flea revealed to make an additional deployment this turn.
Forged Mission Orders	Unlimited	LT088	Common	Mission											Play only when blocked. Choose any blocking Unit. Remove that Unit from battle and untap it. (Errata)
Galen Cox	Unlimited	LT089	Rare	Command	Unique - Pilot	Steiner	1+5T		0						If 'Mech piloted by Galen Cox is faster than attacking 'Mech opponent controls, 'Mech piloted by Galen Cox may block while tapped.
Gladiator A (Executioner)	Unlimited	LT090	Uncommon	Unit	Omni	Ghost Bear	12+2M+2L		8	3	10	Slow	95 tons	3 Lg Lasers, 4 Med Lasers	Overheat 4: +3 attack Jump (-1 attack: +1 initiative)
Gladiator B (Executioner)	Unlimited	LT091	Rare	Unit	Omni	Ghost Bear	8+1A+3M+1T		6	3	10	Slow	95 tons	AC/20, PPC	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative) Anti-Missile (Each missile assigned to a 'Mech in a group that includes Gladiator B deals -1 damage.)
Gladiator C (Executioner)	Unlimited	LT092	Uncommon	Unit	Omni	Ghost Bear	8+1A+1M		6	3	10	Slow	95 tons	AC/20, 20 LRMs	Missile 1 Alpha Strike: +1 attack Jump (attack -2: +1 initiative)
Gladiator Prime (Executioner)	Unlimited	LT093	Common	Unit	Omni	Clan	9		6	3	10	Slow	95 tons	Gauss Rifle, 2 Lg Lasers	Jump (-1 attack: +1 initiative) If Gladiator Prime attacks and is blocked, it may deal up to 2 of its damage to the target.
Good Shooting!	Unlimited	LT094	Common	Mission											Choose one of your 'Mechs. That 'Mech gets +2 attack.
Grand Dragon (DRG-5K)	Unlimited	LT095	Common	Unit		Kurita	4		3	2	6	Moderate	60 tons	PPC, 10 LRMs	Overheat 2: +1 attack
Grasshopper (GHR-5H)	Unlimited	LT096	Common	Unit		Inner Sphere	4		3	2	8	Slow	70 tons	Lg Laser, 4 Med Lasers	Jump (-1 attack: +1 initiative)
Gray Death Pilot	Unlimited	LT097	Uncommon	Command	Pilot - Mercenary	Inner Sphere	0+2T		0						+3 initiative Prevent 1 damage to 'Mech piloted by Gray Death Pilot. Use this ability only during a mission.
Grayson Death Carlyle	Unlimited	LT098	Rare	Command	Unique	Inner Sphere	4+8P		0	2	7				{T}: Your 'Mechs may block during current mission, regardless of their speed. Use this ability before assigning blockers.
Guerrilla Support	Unlimited	LT099	Rare	Command	Operation	Inner Sphere	3+6T		0	4	9				Put three operation counters on Guerrilla Support when it is revealed. Remove an operation counter at the beginning of your turn. When the last operation counter has been removed, scrap Guerrilla Support and opponent scraps a card from his or her Stockpile at the beginning of his or her turn until the end of the game. (Errata)
Guillotine (GLT-5M)	Unlimited	LT100	Rare	Unit		Marik	4+2A		4	2	7	Slow	70 tons	Lg Laser, 4 Med Lasers, 6 SRMs	Jump (-1 attack: +1 initiative)
Hanse Davion - The Fox	Unlimited	LT101	Rare	Command	Unique	Davion	6+6P		0	5	1				For each Resource card scrapped from opponent's Stockpile,gain one resource at the beginning of your next Deploy phase. {T}: +1 initiative. Use this ability only during a mission. Tactics (If you have Tactics in play, add +1 to your initiative.)
Hatamoto-Chi (HTM-27T)	Unlimited	LT102	Uncommon	Unit		Kurita	4		3	3	8	Slow	80 tons	2 PPCs, 12 SRMs	Overheat 2: +1 attack
Hatchetman (HCT-3F)	Unlimited	LT103	Common	Unit		Davion - Steiner	2+1A		3	1	4	Slow	45 tons	Hatchet, AC/10, 2 Med Lasers	Jump (-1 attack: +1 initiative) Hatchetman has +1 attack, usable only against Units of the same speed or slower. (Errata)
Hatchetman (HCT-5S)	Unlimited	LT104	Uncommon	Unit		Davion - Steiner	2+3A		2	1	6	Slow	45 tons	Hatchet, AC/10, 3 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) Hatchetman has +1 attack, usable only against Units of the same speed or slower. (Errata)
Head Shot	Unlimited	LT105	Uncommon	Mission											Choose an engaged 'Mech opponent controls. For each structure damage dealt to that 'Mech, roll a die: 1-2,prevent the damage; 3-5, no effect; 6, that 'Mech is scrapped. If you don't roll at least one 6, return Head Shot to your hand after mission.
Heavy Fog	Unlimited	LT106	Uncommon	Mission											Attacking 'Mechs each get -2 attack and receive 2 less damage.
Heavy Industry	Unlimited	LT107	Vital	Command	Resource		0			4	1				{T}: {R} {R}. Using this ability counts as one of your deployments.
Helicopter Support	Unlimited	LT108	Common	Command		Inner Sphere	1+4T								Helicopter Support cannot be attacked. {T}: Deal 1 damage to one engaged 'Mech opponent controls or one target and roll a die: 1-3, scrap Helicopter Support; 4-6, untap Helicopter Support. Use this ability only during battle.
Heroic Sacrifice	Unlimited	LT109	Common	Mission											Play only if you have Tactics in play and only when blocked. Double all damage dealt to one of your 'Mechs. Deal that Mech's damage to the target. (Errata)
Highlander (HGN-732)	Unlimited	LT110	Rare	Unit		Inner Sphere	6+1A		2	3	10	Slow	90 tons	Gauss Rifle, 20 LRMs, 2 Med Lasers	Missile 1 Overheat 3: +2 attack Jump (-1 attack: +1 initiative)
Holographic Decoy	Unlimited	LT111	Common	Command	Subterfuge		0+2A+6P								Scrap Holographic Decoy when it is revealed. Tap one 'Mech for each 3 construction above the cost of Holographic Decoy.
Hoplite (HOP-4D)	Unlimited	LT112	Rare	Unit		Wolf's Dragoons	1+1A+1M		1	1	8	Slow	55 tons	AC/10, 5 LRMs	Alpha Strike: +1 attack
Hornet (HNT-171)	Unlimited	LT113	Uncommon	Unit		Davion - Wolf's Dragoons	1+1L		1	0	3	Moderate	20 tons	Med Laser, 5 LRMs	Jump (-1 attack: +1 initiative) You may deploy Hornet revealed to make an additional deployment this turn.
Hovertank Detachment	Unlimited	LT114	Common	Command		Inner Sphere	2+4T								Hovertank Detachment cannot be attacked. {T}: Deal 1 damage to one engaged 'Mech opponent controls or one target and roll a die: 1-2, scrap Hovertank Detachment; 3-4, no effect; 5-6, untap Hovertank Detachment. Use this ability only during battle.
Hunchback (HBK-4G)	Unlimited	LT115	Common	Unit		Inner Sphere	2+1A+1M		2	1	7	Slow	50 tons	AC/20, 2 Med Lasers	Alpha Strike: +2 attack
Hussar (HSR 200-D)	Unlimited	LT116	Uncommon	Unit		Inner Sphere	0+2L		1	0	1	Fast	30 tons	Lg Laser	You may deploy Hussar revealed to make an additional deployment this turn.
Imp (IMP-3E)	Unlimited	LT117	Uncommon	Unit		Wolf's Dragoons	7+1L		3	3	11	Slow	100 tons	2 PPCs, 4 Med Lasers, 15 LRMs	Overheat 4: +3 attack Alpha Strike: +1 attack
Improvised Weapon	Unlimited	LT118	Uncommon	Mission		Inner Sphere									Choose one of your 'Mechs. If engaged 'Mech opponent controls is dealt structure damage, put a +1 attack clubbing limb counter on that 'Mech.
Inexorable Advance	Unlimited	LT119	Common	Mission											Play only when blocked or blocking. Choose one of your 'Mechs. If that 'Mech receives no structure damage, untap that 'Mech after mission.
Infantry Platoon	Unlimited	LT120	Uncommon	Command	Enhancement		0+3L		1						Play Infantry Platoon only on a site. Site Infantry Platoon enhances gets +1 attack. When that site is damaged, attacker may choose to redirect up to 3 damage to Infantry Platoon, scrapping it. Scrap Infantry Platoon to prevent 1 damage to the site it enhances. Use this ability only during a mission. You may move Infantry Platoon to a different site during your Deploy phase. Playing Infantry Platoon does not count as a deployment if revealed the turn you play it.
Inside Job	Unlimited	LT121	Common	Command	Subterfuge		0+6P								Scrap this card when it is revealed. You may activate this card only when one of your Units attacks alone. This mission cannot be blocked. (Errata)
ISF Counterespionage	Unlimited	LT122	Rare	Command		Kurita	0								Scrap ISF Counterespionage when it is revealed. Reveal only when opponent reveals a Subterfuge card. That card is scrapped with no effect.
JagerMech (JM6-DD)	Unlimited	LT123	Common	Unit		Davion - Kurita	2+3A		3	1	5	Slow	65 tons	2 AC/5, 2 AC/2, 2 Med Lasers	Alpha Strike: +1 attack
JagerMech (JM6-S)	Unlimited	LT124	Common	Unit		Davion - Liao	1+1A		2	1	4	Slow	65 tons	2 AC/5, 2 AC/2, 2 Med Lasers	Alpha Strike: +1 attack
Jaime Wolf	Unlimited	LT125	Rare	Command	Unique - Pilot - Mercenary	Wolf's Dragoons	4+5T		0						+2 initiative Mech piloted by Jaime Wolf gets +1 attack for each other Mech in a group that includes 'Mech piloted by Jaime Wolf. During your Draw phase, you may pay {R} and scrap a card from your Stockpile. If that card is a 'Mech, put it into your hand.
Javelin (JVN-10N)	Unlimited	LT126	Common	Unit		Inner Sphere	1		2	0	3	Moderate	30 tons	10 SRMs	Jump (-1 attack: +1 initiative)
Jenner (JR7-D)	Unlimited	LT127	Common	Unit		Kurita	2+1A+1M		2	1	2	Fast	35 tons	4 Med Lasers, 4 SRMs	Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Jump into Cover	Unlimited	LT128	Uncommon	Mission											Choose one of your 'Mechs with Jump. Roll a die: 1-2, that Mech receives 1-2 damage and return Jump Into Cover to your hand after mission; 3-6, prevent 3-6 damage to that Mech.
Justin Xiang Allard	Unlimited	LT129	Rare	Command	Unique	Davion	3+9P		0	1	4				{T}: Look at the top card of opponent's Stockpile. You may choose to have opponent restock that card. Use this ability only during your Missions phase but not during a mission.
Kai Allard-Liao	Unlimited	LT130	Rare	Command	Unique - Pilot	Davion - St. Ives	5+7T		3						+3 initiative, +3 attack Prevent up to 2 damage to each 'Mech in a group that includes 'Mech piloted by Kai Allard-Liao. When 'Mech piloted by Kai Allard-Liao attacks or blocks,you may reveal the top card of your Stockpile. If that card is a Mission card,
Kamikaze MechWarrior	Unlimited	LT131	Uncommon	Command	Pilot	Kurita	2+2T								+1 initiative If 'Mech piloted by Kamikaze MechWarrior is faster than engaged 'Mech opponent controls, you may scrap 'Mech piloted by Kamikaze MechWarrior and roll two dice: 2-12,deal +(2-12) damage to engaged 'Mech opponent controls. Use this ability onl
Katana (CRK5003-2)	Unlimited	LT132	Common	Unit		Kurita	5+2A+1M		4	2	7	Slow	85 tons	2 Lg Lasers, 12 SRMs, AC/10	Overheat 3: +2 attack Jump (-1 attack: +1 initiative)
